user_id,session_id,event_time,event_type,page,product_id,price,revenue,device,country,event_date,funnel_step
U0066,sess_66_2_1756684800,01-09-2025 04:05,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0066,sess_66_2_1756684800,01-09-2025 04:10,search,home,,0,0,web,IN,01-09-2025,Other
U0066,sess_66_2_1756684800,01-09-2025 04:11,page_view,home,,0,0,web,IN,01-09-2025,Other
U0219,sess_219_5_1756684800,01-09-2025 04:21,checkout_start,checkout,P562,0,0,web,IN,01-09-2025,Checkout
U0219,sess_219_5_1756684800,01-09-2025 04:22,product_view,account,P599,0,0,web,IN,01-09-2025,Product View
U0219,sess_219_5_1756684800,01-09-2025 04:25,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0219,sess_219_5_1756684800,01-09-2025 04:27,add_to_cart,checkout,P598,0,0,web,IN,01-09-2025,Checkout
U0219,sess_219_5_1756684800,01-09-2025 04:41,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0219,sess_219_5_1756684800,01-09-2025 04:46,add_to_cart,blog,P440,0,0,web,IN,01-09-2025,Add to Cart
U0476,sess_476_0_1756684800,01-09-2025 05:08,search,product_listing,,0,0,web,IN,01-09-2025,Other
U0476,sess_476_0_1756684800,01-09-2025 05:09,product_view,account,P455,0,0,web,IN,01-09-2025,Product View
U0476,sess_476_0_1756684800,01-09-2025 05:11,search,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0476,sess_476_0_1756684800,01-09-2025 05:16,add_to_cart,pricing,P489,0,0,web,IN,01-09-2025,Add to Cart
U0476,sess_476_0_1756684800,01-09-2025 05:18,product_view,blog,P117,0,0,web,IN,01-09-2025,Product View
U0476,sess_476_0_1756684800,01-09-2025 05:20,search,account,,0,0,web,IN,01-09-2025,Other
U0476,sess_476_0_1756684800,01-09-2025 05:22,page_view,product_detail,,0,0,web,IN,01-09-2025,Product View
U0476,sess_476_0_1756684800,01-09-2025 05:23,logout,home,,0,0,web,IN,01-09-2025,Other
U0314,sess_314_8_1756684800,01-09-2025 05:44,product_view,cart,P152,0,0,web,IN,01-09-2025,Add to Cart
U0314,sess_314_8_1756684800,01-09-2025 05:48,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0314,sess_314_8_1756684800,01-09-2025 05:48,product_view,account,P897,0,0,web,IN,01-09-2025,Product View
U0397,sess_397_0_1756684800,01-09-2025 05:53,product_view,cart,P695,0,0,web,GB,01-09-2025,Add to Cart
U0314,sess_314_8_1756684800,01-09-2025 05:56,page_view,product_detail,,0,0,web,IN,01-09-2025,Product View
U0314,sess_314_8_1756684800,01-09-2025 05:59,product_view,pricing,P181,0,0,web,IN,01-09-2025,Product View
U0314,sess_314_8_1756684800,01-09-2025 05:59,page_view,product_detail,,0,0,web,IN,01-09-2025,Product View
U0314,sess_314_8_1756684800,01-09-2025 06:08,search,checkout,,0,0,web,IN,01-09-2025,Checkout
U0314,sess_314_8_1756684800,01-09-2025 06:12,add_to_cart,pricing,P793,0,0,web,IN,01-09-2025,Add to Cart
U0253,sess_253_3_1756684800,01-09-2025 06:14,page_view,product_detail,,0,0,web,SG,01-09-2025,Product View
U0253,sess_253_3_1756684800,01-09-2025 06:15,search,product_listing,,0,0,web,SG,01-09-2025,Other
U0253,sess_253_3_1756684800,01-09-2025 06:18,login,blog,,0,0,web,SG,01-09-2025,Other
U0253,sess_253_3_1756684800,01-09-2025 06:23,page_view,checkout,,0,0,web,SG,01-09-2025,Checkout
U0253,sess_253_3_1756684800,01-09-2025 06:30,login,product_listing,,0,0,web,SG,01-09-2025,Other
U0327,sess_327_0_1756684800,01-09-2025 08:52,subscription_start,pricing,,0,0,web,IN,01-09-2025,Other
U0327,sess_327_0_1756684800,01-09-2025 08:54,page_view,pricing,,0,0,web,IN,01-09-2025,Other
U0327,sess_327_0_1756684800,01-09-2025 08:56,search,blog,,0,0,web,IN,01-09-2025,Other
U0327,sess_327_0_1756684800,01-09-2025 08:58,page_view,checkout,,0,0,web,IN,01-09-2025,Checkout
U0327,sess_327_0_1756684800,01-09-2025 08:58,search,account,,0,0,web,IN,01-09-2025,Other
U0327,sess_327_0_1756684800,01-09-2025 09:01,search,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0327,sess_327_0_1756684800,01-09-2025 09:02,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0375,sess_375_6_1756684800,01-09-2025 09:14,product_view,blog,P689,0,0,web,DE,01-09-2025,Product View
U0375,sess_375_6_1756684800,01-09-2025 09:17,search,product_listing,,0,0,web,DE,01-09-2025,Other
U0375,sess_375_6_1756684800,01-09-2025 09:22,page_view,home,,0,0,web,DE,01-09-2025,Other
U0375,sess_375_6_1756684800,01-09-2025 09:22,search,checkout,,0,0,web,DE,01-09-2025,Checkout
U0375,sess_375_6_1756684800,01-09-2025 09:26,product_view,account,P750,0,0,web,DE,01-09-2025,Product View
U0214,sess_214_5_1756684800,01-09-2025 09:31,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0214,sess_214_5_1756684800,01-09-2025 09:33,page_view,home,,0,0,web,IN,01-09-2025,Other
U0214,sess_214_5_1756684800,01-09-2025 09:35,sign_up,home,,0,0,web,IN,01-09-2025,Other
U0214,sess_214_5_1756684800,01-09-2025 09:41,page_view,home,,0,0,web,IN,01-09-2025,Other
U0214,sess_214_5_1756684800,01-09-2025 09:43,page_view,account,,0,0,web,IN,01-09-2025,Other
U0117,sess_117_3_1756684800,01-09-2025 09:53,page_view,account,,0,0,web,IN,01-09-2025,Other
U0117,sess_117_3_1756684800,01-09-2025 09:56,page_view,pricing,,0,0,web,IN,01-09-2025,Other
U0117,sess_117_3_1756684800,01-09-2025 09:58,sign_up,checkout,,0,0,web,IN,01-09-2025,Checkout
U0117,sess_117_3_1756684800,01-09-2025 09:59,product_view,pricing,P703,0,0,web,IN,01-09-2025,Product View
U0117,sess_117_3_1756684800,01-09-2025 10:03,checkout_start,pricing,P466,0,0,web,IN,01-09-2025,Other
U0117,sess_117_3_1756684800,01-09-2025 10:05,search,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0039,sess_39_4_1756684800,01-09-2025 10:56,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0039,sess_39_4_1756684800,01-09-2025 11:01,subscription_start,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0039,sess_39_4_1756684800,01-09-2025 11:01,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0039,sess_39_4_1756684800,01-09-2025 11:02,page_view,pricing,,0,0,web,IN,01-09-2025,Other
U0039,sess_39_4_1756684800,01-09-2025 11:08,page_view,checkout,,0,0,web,IN,01-09-2025,Checkout
U0039,sess_39_4_1756684800,01-09-2025 11:08,search,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0253,sess_253_5_1756684800,01-09-2025 12:20,page_view,blog,,0,0,ios,IN,01-09-2025,Other
U0253,sess_253_5_1756684800,01-09-2025 12:24,login,product_detail,,0,0,ios,IN,01-09-2025,Product View
U0253,sess_253_5_1756684800,01-09-2025 12:24,page_view,checkout,,0,0,ios,IN,01-09-2025,Checkout
U0466,sess_466_7_1756684800,01-09-2025 13:33,page_view,product_listing,,0,0,ios,US,01-09-2025,Other
U0466,sess_466_7_1756684800,01-09-2025 13:35,search,pricing,,0,0,ios,US,01-09-2025,Other
U0466,sess_466_7_1756684800,01-09-2025 13:38,product_view,account,P369,0,0,ios,US,01-09-2025,Product View
U0466,sess_466_7_1756684800,01-09-2025 13:39,search,product_listing,,0,0,ios,US,01-09-2025,Other
U0466,sess_466_7_1756684800,01-09-2025 13:39,product_view,home,P838,0,0,ios,US,01-09-2025,Product View
U0466,sess_466_7_1756684800,01-09-2025 13:40,product_view,pricing,P805,0,0,ios,US,01-09-2025,Product View
U0466,sess_466_7_1756684800,01-09-2025 13:42,page_view,product_listing,,0,0,ios,US,01-09-2025,Other
U0409,sess_409_5_1756684800,01-09-2025 13:42,product_view,product_listing,P886,0,0,web,IN,01-09-2025,Product View
U0409,sess_409_5_1756684800,01-09-2025 13:43,login,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0466,sess_466_7_1756684800,01-09-2025 13:49,product_view,checkout,P725,0,0,ios,US,01-09-2025,Checkout
U0196,sess_196_1_1756684800,01-09-2025 13:49,sign_up,cart,,0,0,web,SG,01-09-2025,Add to Cart
U0196,sess_196_1_1756684800,01-09-2025 13:50,add_to_cart,checkout,P459,0,0,web,SG,01-09-2025,Checkout
U0196,sess_196_1_1756684800,01-09-2025 13:51,checkout_start,pricing,P205,0,0,web,SG,01-09-2025,Other
U0196,sess_196_1_1756684800,01-09-2025 14:04,subscription_start,home,,0,0,web,SG,01-09-2025,Other
U0146,sess_146_0_1756684800,01-09-2025 14:23,checkout_start,product_detail,P663,0,0,ios,IN,01-09-2025,Product View
U0201,sess_201_2_1756684800,01-09-2025 14:36,add_to_cart,cart,P836,0,0,web,IN,01-09-2025,Add to Cart
U0121,sess_121_5_1756684800,01-09-2025 14:56,login,pricing,,0,0,web,IN,01-09-2025,Other
U0121,sess_121_5_1756684800,01-09-2025 14:57,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0121,sess_121_5_1756684800,01-09-2025 14:59,search,product_listing,,0,0,web,IN,01-09-2025,Other
U0121,sess_121_5_1756684800,01-09-2025 15:01,page_view,account,,0,0,web,IN,01-09-2025,Other
U0121,sess_121_5_1756684800,01-09-2025 15:04,add_to_cart,account,P866,0,0,web,IN,01-09-2025,Add to Cart
U0121,sess_121_5_1756684800,01-09-2025 15:04,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0121,sess_121_5_1756684800,01-09-2025 15:14,product_view,account,P337,0,0,web,IN,01-09-2025,Product View
U0246,sess_246_0_1756684800,01-09-2025 15:29,page_view,home,,0,0,web,US,01-09-2025,Other
U0121,sess_121_5_1756684800,01-09-2025 15:31,product_view,home,P620,0,0,web,IN,01-09-2025,Product View
U0246,sess_246_0_1756684800,01-09-2025 15:34,page_view,product_detail,,0,0,web,US,01-09-2025,Product View
U0246,sess_246_0_1756684800,01-09-2025 15:37,page_view,account,,0,0,web,US,01-09-2025,Other
U0246,sess_246_0_1756684800,01-09-2025 15:39,checkout_start,product_detail,P382,0,0,web,US,01-09-2025,Product View
U0246,sess_246_0_1756684800,01-09-2025 15:41,product_view,home,P279,0,0,web,US,01-09-2025,Product View
U0246,sess_246_0_1756684800,01-09-2025 15:43,payment_success,home,P476,9.99,9.99,web,US,01-09-2025,Conversion
U0246,sess_246_0_1756684800,01-09-2025 15:44,page_view,pricing,,0,0,web,US,01-09-2025,Other
U0155,sess_155_4_1756684800,01-09-2025 15:54,page_view,pricing,,0,0,web,IN,01-09-2025,Other
U0155,sess_155_4_1756684800,01-09-2025 15:56,sign_up,checkout,,0,0,web,IN,01-09-2025,Checkout
U0155,sess_155_4_1756684800,01-09-2025 15:58,sign_up,blog,,0,0,web,IN,01-09-2025,Other
U0246,sess_246_0_1756684800,01-09-2025 15:59,product_view,product_listing,P412,0,0,web,US,01-09-2025,Product View
U0155,sess_155_4_1756684800,01-09-2025 16:04,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0155,sess_155_4_1756684800,01-09-2025 16:06,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0281,sess_281_2_1756684800,01-09-2025 16:07,search,pricing,,0,0,web,IN,01-09-2025,Other
U0281,sess_281_2_1756684800,01-09-2025 16:11,payment_success,product_detail,P169,9.99,9.99,web,IN,01-09-2025,Conversion
U0155,sess_155_4_1756684800,01-09-2025 16:14,payment_success,cart,P605,19.99,19.99,web,IN,01-09-2025,Conversion
U0281,sess_281_2_1756684800,01-09-2025 16:15,page_view,home,,0,0,web,IN,01-09-2025,Other
U0033,sess_33_0_1756684800,01-09-2025 16:19,page_view,account,,0,0,web,IN,01-09-2025,Other
U0033,sess_33_0_1756684800,01-09-2025 16:21,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0281,sess_281_2_1756684800,01-09-2025 16:22,product_view,blog,P930,0,0,web,IN,01-09-2025,Product View
U0281,sess_281_2_1756684800,01-09-2025 16:22,search,checkout,,0,0,web,IN,01-09-2025,Checkout
U0281,sess_281_2_1756684800,01-09-2025 16:23,product_view,product_detail,P198,0,0,web,IN,01-09-2025,Product View
U0024,sess_24_3_1756684800,01-09-2025 17:07,page_view,home,,0,0,android,IN,01-09-2025,Other
U0024,sess_24_3_1756684800,01-09-2025 17:12,page_view,home,,0,0,android,IN,01-09-2025,Other
U0024,sess_24_3_1756684800,01-09-2025 17:17,page_view,blog,,0,0,android,IN,01-09-2025,Other
U0340,sess_340_9_1756684800,01-09-2025 17:30,page_view,account,,0,0,web,IN,01-09-2025,Other
U0340,sess_340_9_1756684800,01-09-2025 17:31,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0028,sess_28_1_1756684800,01-09-2025 17:34,product_view,product_listing,P704,0,0,android,IN,01-09-2025,Product View
U0028,sess_28_1_1756684800,01-09-2025 17:36,checkout_start,home,P142,0,0,android,IN,01-09-2025,Other
U0028,sess_28_1_1756684800,01-09-2025 17:36,search,product_listing,,0,0,android,IN,01-09-2025,Other
U0028,sess_28_1_1756684800,01-09-2025 17:38,page_view,cart,,0,0,android,IN,01-09-2025,Add to Cart
U0028,sess_28_1_1756684800,01-09-2025 17:40,search,product_detail,,0,0,android,IN,01-09-2025,Product View
U0421,sess_421_5_1756684800,01-09-2025 17:50,logout,product_listing,,0,0,web,DE,01-09-2025,Other
U0421,sess_421_5_1756684800,01-09-2025 17:53,page_view,blog,,0,0,web,DE,01-09-2025,Other
U0028,sess_28_1_1756684800,01-09-2025 17:54,product_view,blog,P146,0,0,android,IN,01-09-2025,Product View
U0421,sess_421_5_1756684800,01-09-2025 17:58,product_view,product_listing,P360,0,0,web,DE,01-09-2025,Product View
U0421,sess_421_5_1756684800,01-09-2025 18:05,page_view,cart,,0,0,web,DE,01-09-2025,Add to Cart
U0057,sess_57_1_1756684800,01-09-2025 18:38,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0057,sess_57_1_1756684800,01-09-2025 18:40,search,blog,,0,0,web,IN,01-09-2025,Other
U0057,sess_57_1_1756684800,01-09-2025 18:42,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0057,sess_57_1_1756684800,01-09-2025 18:47,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0368,sess_368_2_1756684800,01-09-2025 18:47,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0057,sess_57_1_1756684800,01-09-2025 18:50,login,blog,,0,0,web,IN,01-09-2025,Other
U0057,sess_57_1_1756684800,01-09-2025 18:52,product_view,home,P448,0,0,web,IN,01-09-2025,Product View
U0368,sess_368_2_1756684800,01-09-2025 18:52,add_to_cart,cart,P419,0,0,web,IN,01-09-2025,Add to Cart
U0368,sess_368_2_1756684800,01-09-2025 18:53,product_view,checkout,P136,0,0,web,IN,01-09-2025,Checkout
U0057,sess_57_1_1756684800,01-09-2025 18:53,add_to_cart,blog,P862,0,0,web,IN,01-09-2025,Add to Cart
U0057,sess_57_1_1756684800,01-09-2025 18:56,product_view,pricing,P321,0,0,web,IN,01-09-2025,Product View
U0368,sess_368_2_1756684800,01-09-2025 18:59,subscription_start,pricing,,0,0,web,IN,01-09-2025,Other
U0368,sess_368_2_1756684800,01-09-2025 19:01,add_to_cart,product_detail,P870,0,0,web,IN,01-09-2025,Add to Cart
U0368,sess_368_2_1756684800,01-09-2025 19:02,logout,product_detail,,0,0,web,IN,01-09-2025,Product View
U0368,sess_368_2_1756684800,01-09-2025 19:05,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0230,sess_230_5_1756684800,01-09-2025 19:05,product_view,product_listing,P254,0,0,web,IN,01-09-2025,Product View
U0420,sess_420_0_1756684800,01-09-2025 19:06,page_view,product_detail,,0,0,ios,IN,01-09-2025,Product View
U0230,sess_230_5_1756684800,01-09-2025 19:09,search,home,,0,0,web,IN,01-09-2025,Other
U0057,sess_57_1_1756684800,01-09-2025 19:10,product_view,blog,P282,0,0,web,IN,01-09-2025,Product View
U0420,sess_420_0_1756684800,01-09-2025 19:10,page_view,home,,0,0,ios,IN,01-09-2025,Other
U0230,sess_230_5_1756684800,01-09-2025 19:11,page_view,product_detail,,0,0,web,IN,01-09-2025,Product View
U0368,sess_368_2_1756684800,01-09-2025 19:12,add_to_cart,blog,P670,0,0,web,IN,01-09-2025,Add to Cart
U0036,sess_36_4_1756684800,01-09-2025 19:37,add_to_cart,home,P907,0,0,web,IN,01-09-2025,Add to Cart
U0036,sess_36_4_1756684800,01-09-2025 19:38,payment_success,account,P473,19.99,19.99,web,IN,01-09-2025,Conversion
U0036,sess_36_4_1756684800,01-09-2025 19:43,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0036,sess_36_4_1756684800,01-09-2025 19:45,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0036,sess_36_4_1756684800,01-09-2025 19:47,page_view,checkout,,0,0,web,IN,01-09-2025,Checkout
U0036,sess_36_4_1756684800,01-09-2025 19:47,add_to_cart,blog,P111,0,0,web,IN,01-09-2025,Add to Cart
U0347,sess_347_5_1756684800,01-09-2025 20:13,logout,home,,0,0,web,IN,01-09-2025,Other
U0347,sess_347_5_1756684800,01-09-2025 20:15,search,account,,0,0,web,IN,01-09-2025,Other
U0347,sess_347_5_1756684800,01-09-2025 20:16,page_view,product_detail,,0,0,web,IN,01-09-2025,Product View
U0347,sess_347_5_1756684800,01-09-2025 20:17,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0347,sess_347_5_1756684800,01-09-2025 20:18,product_view,home,P113,0,0,web,IN,01-09-2025,Product View
U0347,sess_347_5_1756684800,01-09-2025 20:19,search,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0347,sess_347_5_1756684800,01-09-2025 20:21,search,account,,0,0,web,IN,01-09-2025,Other
U0347,sess_347_5_1756684800,01-09-2025 20:37,product_view,cart,P854,0,0,web,IN,01-09-2025,Add to Cart
U0473,sess_473_2_1756684800,01-09-2025 20:39,page_view,pricing,,0,0,web,IN,01-09-2025,Other
U0347,sess_347_5_1756684800,01-09-2025 20:41,page_view,cart,,0,0,web,IN,01-09-2025,Add to Cart
U0473,sess_473_2_1756684800,01-09-2025 20:43,sign_up,home,,0,0,web,IN,01-09-2025,Other
U0473,sess_473_2_1756684800,01-09-2025 20:44,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0473,sess_473_2_1756684800,01-09-2025 20:54,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0473,sess_473_2_1756684800,01-09-2025 20:54,search,home,,0,0,web,IN,01-09-2025,Other
U0473,sess_473_2_1756684800,01-09-2025 20:55,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0473,sess_473_2_1756684800,01-09-2025 20:57,page_view,product_listing,,0,0,web,IN,01-09-2025,Other
U0135,sess_135_0_1756684800,01-09-2025 21:14,product_view,pricing,P255,0,0,android,IN,01-09-2025,Product View
U0135,sess_135_0_1756684800,01-09-2025 21:15,search,pricing,,0,0,android,IN,01-09-2025,Other
U0135,sess_135_0_1756684800,01-09-2025 21:18,page_view,account,,0,0,android,IN,01-09-2025,Other
U0029,sess_29_6_1756684800,01-09-2025 23:14,add_to_cart,blog,P968,0,0,web,IN,01-09-2025,Add to Cart
U0029,sess_29_6_1756684800,01-09-2025 23:16,search,product_detail,,0,0,web,IN,01-09-2025,Product View
U0344,sess_344_2_1756684800,01-09-2025 23:41,checkout_start,product_detail,P994,0,0,web,IN,01-09-2025,Product View
U0344,sess_344_2_1756684800,01-09-2025 23:42,page_view,blog,,0,0,web,IN,01-09-2025,Other
U0344,sess_344_2_1756684800,01-09-2025 23:44,page_view,home,,0,0,web,IN,01-09-2025,Other
U0344,sess_344_2_1756684800,01-09-2025 23:47,add_to_cart,home,P320,0,0,web,IN,01-09-2025,Add to Cart
U0344,sess_344_2_1756684800,01-09-2025 23:49,add_to_cart,product_detail,P761,0,0,web,IN,01-09-2025,Add to Cart
U0344,sess_344_2_1756684800,01-09-2025 23:51,payment_success,home,P423,9.99,9.99,web,IN,01-09-2025,Conversion
U0344,sess_344_2_1756684800,01-09-2025 23:53,page_view,home,,0,0,web,IN,01-09-2025,Other
U0344,sess_344_2_1756684800,02-09-2025 00:09,subscription_start,home,,0,0,web,IN,02-09-2025,Other
U0154,sess_154_5_1756771200,02-09-2025 00:22,subscription_start,blog,,0,0,android,IN,02-09-2025,Other
U0154,sess_154_5_1756771200,02-09-2025 00:23,search,cart,,0,0,android,IN,02-09-2025,Add to Cart
U0154,sess_154_5_1756771200,02-09-2025 00:28,add_to_cart,product_detail,P207,0,0,android,IN,02-09-2025,Add to Cart
U0154,sess_154_5_1756771200,02-09-2025 00:28,page_view,cart,,0,0,android,IN,02-09-2025,Add to Cart
U0154,sess_154_5_1756771200,02-09-2025 00:31,add_to_cart,product_detail,P141,0,0,android,IN,02-09-2025,Add to Cart
U0154,sess_154_5_1756771200,02-09-2025 00:42,page_view,pricing,,0,0,android,IN,02-09-2025,Other
U0154,sess_154_5_1756771200,02-09-2025 00:47,product_view,checkout,P832,0,0,android,IN,02-09-2025,Checkout
U0154,sess_154_5_1756771200,02-09-2025 00:50,checkout_start,cart,P157,0,0,android,IN,02-09-2025,Add to Cart
U0154,sess_154_5_1756771200,02-09-2025 01:02,page_view,checkout,,0,0,android,IN,02-09-2025,Checkout
U0328,sess_328_2_1756771200,02-09-2025 01:50,page_view,pricing,,0,0,web,IN,02-09-2025,Other
U0328,sess_328_2_1756771200,02-09-2025 01:53,product_view,account,P507,0,0,web,IN,02-09-2025,Product View
U0328,sess_328_2_1756771200,02-09-2025 01:53,page_view,blog,,0,0,web,IN,02-09-2025,Other
U0328,sess_328_2_1756771200,02-09-2025 01:54,logout,cart,,0,0,web,IN,02-09-2025,Add to Cart
U0328,sess_328_2_1756771200,02-09-2025 01:54,page_view,pricing,,0,0,web,IN,02-09-2025,Other
U0328,sess_328_2_1756771200,02-09-2025 02:02,add_to_cart,product_detail,P333,0,0,web,IN,02-09-2025,Add to Cart
U0328,sess_328_2_1756771200,02-09-2025 02:05,page_view,checkout,,0,0,web,IN,02-09-2025,Checkout
U0203,sess_203_0_1756771200,02-09-2025 03:24,product_view,home,P974,0,0,web,US,02-09-2025,Product View
U0203,sess_203_0_1756771200,02-09-2025 03:25,sign_up,pricing,,0,0,web,US,02-09-2025,Other
U0203,sess_203_0_1756771200,02-09-2025 03:27,sign_up,blog,,0,0,web,US,02-09-2025,Other
U0203,sess_203_0_1756771200,02-09-2025 03:31,product_view,account,P363,0,0,web,US,02-09-2025,Product View
U0203,sess_203_0_1756771200,02-09-2025 03:32,add_to_cart,product_listing,P807,0,0,web,US,02-09-2025,Add to Cart
U0203,sess_203_0_1756771200,02-09-2025 03:36,page_view,blog,,0,0,web,US,02-09-2025,Other
U0435,sess_435_2_1756771200,02-09-2025 03:38,checkout_start,blog,P781,0,0,web,US,02-09-2025,Other
U0435,sess_435_2_1756771200,02-09-2025 03:40,product_view,account,P720,0,0,web,US,02-09-2025,Product View
U0435,sess_435_2_1756771200,02-09-2025 03:40,product_view,checkout,P189,0,0,web,US,02-09-2025,Checkout
U0203,sess_203_0_1756771200,02-09-2025 03:42,search,pricing,,0,0,web,US,02-09-2025,Other
U0203,sess_203_0_1756771200,02-09-2025 03:49,subscription_start,product_detail,,0,0,web,US,02-09-2025,Product View
U0435,sess_435_2_1756771200,02-09-2025 03:50,page_view,product_detail,,0,0,web,US,02-09-2025,Product View
U0354,sess_354_1_1756771200,02-09-2025 03:58,search,account,,0,0,ios,GB,02-09-2025,Other
U0354,sess_354_1_1756771200,02-09-2025 04:02,page_view,account,,0,0,ios,GB,02-09-2025,Other
U0311,sess_311_2_1756771200,02-09-2025 04:09,sign_up,blog,,0,0,web,IN,02-09-2025,Other
U0311,sess_311_2_1756771200,02-09-2025 04:13,page_view,home,,0,0,web,IN,02-09-2025,Other
U0311,sess_311_2_1756771200,02-09-2025 04:13,page_view,pricing,,0,0,web,IN,02-09-2025,Other
U0311,sess_311_2_1756771200,02-09-2025 04:21,login,product_detail,,0,0,web,IN,02-09-2025,Product View
U0311,sess_311_2_1756771200,02-09-2025 04:25,sign_up,blog,,0,0,web,IN,02-09-2025,Other
U0311,sess_311_2_1756771200,02-09-2025 04:29,page_view,cart,,0,0,web,IN,02-09-2025,Add to Cart
U0244,sess_244_6_1756771200,02-09-2025 05:45,product_view,checkout,P308,0,0,web,IN,02-09-2025,Checkout
U0244,sess_244_6_1756771200,02-09-2025 05:47,logout,cart,,0,0,web,IN,02-09-2025,Add to Cart
U0244,sess_244_6_1756771200,02-09-2025 05:49,add_to_cart,product_listing,P748,0,0,web,IN,02-09-2025,Add to Cart
U0244,sess_244_6_1756771200,02-09-2025 05:50,product_view,product_detail,P655,0,0,web,IN,02-09-2025,Product View
U0244,sess_244_6_1756771200,02-09-2025 05:51,product_view,product_detail,P235,0,0,web,IN,02-09-2025,Product View
